file,name,line,tokens,words_num,polarity,subjectivity,lex_div,Cluster
script-ch2.rpy,Sayori,A-A cookie!,"['a-a', 'cookie', '!']",3,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,I-Is this a miracle??,"['i-is', 'miracle', '?', '?']",5,0.0,0.0,1.0,3
script-ch2.rpy,Sayori,Its because I paid my restitution!,"['paid', 'restitution', '!']",6,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,N-Natsuki!,"['n-natsuki', '!']",2,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Thats so nice of you!,"['thats', 'nice', '!']",5,0.75,1.0,1.0,1
script-ch2.rpy,Sayori,Im so happy...,"['im', 'happy', '...']",3,0.8,1.0,1.0,0
script-ch2.rpy,Sayori,Sho good...,"['sho', 'good', '...']",2,0.7,0.6000000000000001,1.0,0
script-ch2.rpy,Sayori,Mmf--!,"['mmf', '--', '!']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,I bit my tongue...,"['bit', 'tongue', '...']",4,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Ah yours looks really good too Natsuki!,"['ah', 'looks', 'really', 'good', 'natsuki', '!']",7,0.875,0.6000000000000001,1.0,0
script-ch2.rpy,Sayori,Can I try it?,"['try', '?']",4,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,But yours is chocolate...,"['chocolate', '...']",4,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Fine...,"['fine', '...']",1,0.4166666666666667,0.5,1.0,0
script-ch2.rpy,Sayori,Still Im really happy that you shared this one with me.,"['still', 'im', 'really', 'happy', 'shared', 'one']",11,0.8,1.0,1.0,3
script-ch2.rpy,Sayori,Ehehe~,['ehehe~'],1,0.0,0.0,1.0,2
script-ch2.rpy,Sayori,...iOm./i,"['...', 'iom./i']",2,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Uhuhuhu!,"['uhuhuhu', '!']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Not me...,['...'],2,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,I hope shes okay...,"['hope', 'shes', 'okay', '...']",4,0.5,0.5,1.0,0
script-ch2.rpy,Sayori,Eh?,"['eh', '?']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,You dont think she...,"['dont', 'think', '...']",4,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,She has a...!,"['...', '!']",3,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Ehehe thats true...,"['ehehe', 'thats', 'true', '...']",3,0.35,0.65,1.0,1
script-ch2.rpy,Sayori,Eh??,"['eh', '?', '?']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Monika chose the club over her boyfriend after all!,"['monika', 'chose', 'club', 'boyfriend', '!']",9,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Youre so strong-willed!,"['youre', 'strong-willed', '!']",4,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Thats so cool!,"['thats', 'cool', '!']",3,0.4375,0.65,1.0,1
script-ch2.rpy,Sayori,You should play something for us Monika!,"['play', 'something', 'us', 'monika', '!']",7,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Yay~!,"['yay~', '!']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Ehehe~,['ehehe~'],1,0.0,0.0,1.0,2
script-ch2.rpy,Sayori,Guys...,"['guys', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Yeah!,"['yeah', '!']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Its about expressing your feelings...,"['expressing', 'feelings', '...']",5,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Being intimate with yourself...,"['intimate', '...']",4,0.2,0.6,1.0,0
script-ch2.rpy,Sayori,Finding new horizons...,"['finding', 'new', 'horizons', '...']",3,0.13636363636363635,0.45454545454545453,1.0,0
script-ch2.rpy,Sayori,And having fun!,"['fun', '!']",3,0.375,0.2,1.0,0
script-ch2.rpy,Sayori,Alright~!,"['alright~', '!']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Ahaha! Thats everyone!,"['ahaha', '!', 'thats', 'everyone', '!']",3,0.0,0.0,1.0,1
script-ch2.rpy,Sayori,Youre the best Yuri~,"['youre', 'best', 'yuri~']",4,1.0,0.3,1.0,0
script-ch2.rpy,Sayori,Can I go next??,"['go', 'next', '?', '?']",4,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,That...that was so good Monika!,"['...', 'good', 'monika', '!']",6,0.875,0.6000000000000001,1.0,3
script-ch2.rpy,Sayori,Uwah! Yuris fired up all of a sudden!,"['uwah', '!', 'yuris', 'fired', 'sudden', '!']",8,0.0,0.5,1.0,0
script-ch2.rpy,Sayori,You can do it Yuri...,"['yuri', '...']",5,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Okaay~,['okaay~'],1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,I guess Im next then!,"['guess', 'im', 'next', '!']",5,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,This ones called...iMy Meadow/i.,"['ones', 'called', '...', 'imy', 'meadow/i']",6,0.0,0.0,1.0,3
script-ch2.rpy,Sayori,Ah...,"['ah', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,...Ahaha!,"['...', 'ahaha', '!']",1,0.0,0.0,1.0,1
script-ch2.rpy,Sayori,Sorry I giggled...,"['sorry', 'giggled', '...']",3,-0.5,1.0,1.0,0
script-ch2.rpy,Sayori,Ehehe...,"['ehehe', '...']",1,0.0,0.0,1.0,2
script-ch2.rpy,Sayori,Its a lot harder than I thought!,"['lot', 'harder', 'thought', '!']",7,-0.125,0.0,1.0,0
script-ch2.rpy,Sayori,How did you guys do it so easily?,"['guys', 'easily', '?']",8,0.43333333333333335,0.8333333333333334,0.875,0
script-ch2.rpy,Sayori,I see I see...,"['see', 'see', '...']",4,0.0,0.0,0.5,0
script-ch2.rpy,Sayori,Okay then...,"['okay', '...']",2,0.5,0.5,1.0,0
script-ch2.rpy,Sayori,I did it~!,"['it~', '!']",3,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Ehehe even player liked it.,"['ehehe', 'even', 'player', 'liked']",5,0.6,0.8,1.0,4
script-ch2.rpy,Sayori,I guess thats a good sign~,"['guess', 'thats', 'good', 'sign~']",6,0.7,0.6000000000000001,1.0,1
script-ch2.rpy,Sayori,Eh? I dont really understand...,"['eh', '?', 'dont', 'really', 'understand', '...']",5,0.2,0.2,1.0,0
script-ch2.rpy,Sayori,Oh I know what you mean!,"['oh', 'know', 'mean', '!']",6,-0.390625,0.6875,1.0,0
script-ch2.rpy,Sayori,Thats...well Ive been practicing that kind of thing...,"['thats', '...', 'well', 'ive', 'practicing', 'kind', 'thing', '...']",9,0.6,0.9,1.0,1
script-ch2.rpy,Sayori,Its just embarrassing to do in front of everyone...,"['embarrassing', 'front', 'everyone', '...']",9,0.0,0.0,1.0,0
script-ch2.rpy,Sayori,Ehehe...,"['ehehe', '...']",1,0.0,0.0,1.0,2
script-ch2.rpy,Sayori,Okaaaaay.,['okaaaaay'],1,0.0,0.0,1.0,0
