file,name,line,tokens,words_num,polarity,subjectivity,lex_div,Cluster
script-ch0.rpy,Yuri,You must be willing to open up to your readers exposing your vulnerabilities and showing even the deepest reaches of your heart.,"['must', 'willing', 'open', 'readers', 'exposing', 'vulnerabilities', 'showing', 'even', 'deepest', 'reaches', 'heart']",22,0.125,0.625,0.8636363636363636,0
script-ch0.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch0.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch0.rpy,Yuri,Im sorry I thought...,"['im', 'sorry', 'thought', '...']",4,-0.5,1.0,1.0,3
script-ch0.rpy,Yuri,You really did scare me for a moment...,"['really', 'scare', 'moment', '...']",8,0.2,0.2,1.0,0
script-ch1.rpy,Yuri,Thanks for keeping your promise player.,"['thanks', 'keeping', 'promise', 'player']",6,0.2,0.2,1.0,1
script-ch1.rpy,Yuri,I hope this isnt too overwhelming of a commitment for you.,"['hope', 'isnt', 'overwhelming', 'commitment']",11,0.5,1.0,1.0,0
script-ch1.rpy,Yuri,Making you dive headfirst into literature when youre not accustomed to it...,"['making', 'dive', 'headfirst', 'literature', 'youre', 'accustomed', '...']",12,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,How dependable...,"['dependable', '...']",2,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,You two are really good friends arent you?,"['two', 'really', 'good', 'friends', 'arent', '?']",8,0.7,0.6000000000000001,0.875,0
script-ch1.rpy,Yuri,I might be a little jealous...,"['might', 'little', 'jealous', '...']",6,-0.1875,0.5,1.0,1
script-ch1.rpy,Yuri,U-Um...,"['u-um', '...']",2,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,W-Wait! Sayori...,"['w-wait', '!', 'sayori', '...']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Um... Not really...,"['um', '...', 'really', '...']",3,-0.1,0.2,1.0,3
script-ch1.rpy,Yuri,Its really nothing...,"['really', 'nothing', '...']",3,0.2,0.2,1.0,1
script-ch1.rpy,Yuri,N-Never mind!,"['n-never', 'mind', '!']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Sayori made it sound like a big deal when its really not...,"['sayori', 'made', 'sound', 'like', 'big', 'deal', 'really', '...']",12,0.10000000000000002,0.2333333333333333,1.0,1
script-ch1.rpy,Yuri,Uuuuh what do I do...,"['uuuuh', '...']",5,0.0,0.0,0.8,1
script-ch1.rpy,Yuri,I-Is that so...,"['i-is', '...']",4,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Alright...,"['alright', '...']",1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Well here.,['well'],2,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,I didnt want you to feel left out...,"['didnt', 'want', 'feel', 'left', '...']",8,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,So I picked out a book that I thought you might enjoy.,"['picked', 'book', 'thought', 'might', 'enjoy']",12,0.4,0.5,0.9166666666666666,0
script-ch1.rpy,Yuri,Its a short read so it should keep your attention even if you dont usually read.,"['short', 'read', 'keep', 'attention', 'even', 'dont', 'usually', 'read']",16,-0.125,0.275,0.9375,0
script-ch1.rpy,Yuri,And we could you know...,"['could', 'know', '...']",5,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,Discuss it...if you wanted...,"['discuss', '...', 'wanted', '...']",5,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,Phew...,"['phew', '...']",1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Well you can read it at your own pace.,"['well', 'read', 'pace']",9,0.6,1.0,1.0,0
script-ch1.rpy,Yuri,I look forward to hearing what you think.,"['look', 'forward', 'hearing', 'think']",8,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,Eh?,"['eh', '?']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,Um...did you say something?,"['um', '...', 'say', 'something', '?']",5,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,Ah-- Thanks...,"['ah', '--', 'thanks', '...']",2,0.2,0.2,1.0,2
script-ch1.rpy,Yuri,Yours is...cute...,"['...', 'cute', '...']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,I-I know that!,"['i-i', 'know', '!']",4,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,I just meant...,"['meant', '...']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,The language I guess...,"['language', 'guess', '...']",4,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,I was trying to say something nice...,"['trying', 'say', 'something', 'nice', '...']",7,0.6,1.0,1.0,1
script-ch1.rpy,Yuri,Um...,"['um', '...']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,Well I do have a couple suggestions...,"['well', 'couple', 'suggestions', '...']",7,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,Excuse me...,"['excuse', '...']",2,-0.05,0.05,1.0,1
script-ch1.rpy,Yuri,I appreciate the offer but Ive spent a long time establishing my writing style.,"['appreciate', 'offer', 'ive', 'spent', 'long', 'time', 'establishing', 'writing', 'style']",14,-0.07500000000000001,0.25,1.0,1
script-ch1.rpy,Yuri,I dont expect it to change anytime soon unless of course I come across something particularly inspiring.,"['dont', 'expect', 'change', 'anytime', 'soon', 'unless', 'course', 'come', 'across', 'something', 'particularly', 'inspiring']",17,0.5,1.0,0.9411764705882353,1
script-ch1.rpy,Yuri,Which I havent yet.,"['havent', 'yet']",4,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,And player liked my poem too you know.,"['player', 'liked', 'poem', 'know']",8,0.6,0.8,1.0,0
script-ch1.rpy,Yuri,He even told me he was impressed by it.,"['even', 'told', 'impressed']",9,1.0,1.0,0.8888888888888888,1
script-ch1.rpy,Yuri,E-Eh?!,"['e-eh', '?', '!']",2,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,Thats not what I...!,"['thats', '...', '!']",4,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Uu...,"['uu', '...']",1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,You...Youre just...,"['...', 'youre', '...']",3,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,Maybe youre just jealous that player appreciates my advice more than he appreciated yours!,"['maybe', 'youre', 'jealous', 'player', 'appreciates', 'advice', 'appreciated', '!']",14,0.375,0.3,0.9285714285714286,1
script-ch1.rpy,Yuri,I...!,"['...', '!']",1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,No...,['...'],1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,If I was full of myself...,"['full', '...']",6,0.35,0.55,1.0,1
script-ch1.rpy,Yuri,...I would deliberately go out of my way to make everything I do overly cutesy!,"['...', 'would', 'deliberately', 'go', 'way', 'make', 'everything', 'overly', 'cutesy', '!']",15,0.0,0.0,0.9333333333333333,1
script-ch1.rpy,Yuri,N-Natsuki!!,"['n-natsuki', '!', '!']",2,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,player...!,"['player', '...', '!']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,She-- Shes just trying to make me look bad...!,"['--', 'shes', 'trying', 'make', 'look', 'bad', '...', '!']",9,-0.8749999999999998,0.6666666666666666,1.0,1
script-ch1.rpy,Yuri,W-Wait!,"['w-wait', '!']",2,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Theres a reason we have so many deep and expressive words in our language!,"['theres', 'reason', 'many', 'deep', 'expressive', 'words', 'language', '!']",14,0.5,0.6333333333333333,1.0,1
script-ch1.rpy,Yuri,Its the only way to convey complex feelings and meaning the most effectively.,"['way', 'convey', 'complex', 'feelings', 'meaning', 'effectively']",13,0.2,0.675,0.9230769230769231,1
script-ch1.rpy,Yuri,Avoiding them is not only unnecessarily limiting yourself...its also a waste!,"['avoiding', 'unnecessarily', 'limiting', '...', 'also', 'waste', '!']",12,-0.21666666666666667,0.6333333333333333,1.0,1
script-ch1.rpy,Yuri,You understand that right player?,"['understand', 'right', 'player', '?']",5,0.2857142857142857,0.5357142857142857,1.0,0
script-ch1.rpy,Yuri,Well Id say it was worth it.,"['well', 'id', 'say', 'worth']",7,0.3,0.1,0.8571428571428571,1
script-ch1.rpy,Yuri,Eh? W-Well...,"['eh', '?', 'w-well', '...']",3,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,T-Thats not...,"['t-thats', '...']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,...?,"['...', '?']",0,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Well...,"['well', '...']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,If you say so...,"['say', '...']",4,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,I-Ill go make some tea...,"['i-ill', 'go', 'make', 'tea', '...']",6,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Eh?,"['eh', '?']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,W-Well thats...,"['w-well', 'thats', '...']",3,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,I...see...,"['...', 'see', '...']",2,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,I didnt notice that I...,"['didnt', 'notice', '...']",5,0.0,0.0,0.8,1
script-ch1.rpy,Yuri,I-Im sorry...,"['i-im', 'sorry', '...']",3,-0.5,1.0,1.0,3
script-ch1.rpy,Yuri,Uuu...,"['uuu', '...']",1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Sigh...,"['sigh', '...']",1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Im so embarrassed...,"['im', 'embarrassed', '...']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,I cant believe I acted like that.,"['cant', 'believe', 'acted', 'like']",7,0.0,0.0,0.8571428571428571,1
script-ch1.rpy,Yuri,You probably hate me now...,"['probably', 'hate', '...']",5,-0.8,0.9,1.0,0
script-ch1.rpy,Yuri,Well...,"['well', '...']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,...Alright I believe you.,"['...', 'alright', 'believe']",4,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,Thanks player. Youre too kind.,"['thanks', 'player', 'youre', 'kind']",5,0.4,0.55,1.0,1
script-ch1.rpy,Yuri,Im thankful to have you a part of this club now.,"['im', 'thankful', 'part', 'club']",11,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,One more thing...,"['one', 'thing', '...']",3,0.5,0.5,1.0,1
script-ch1.rpy,Yuri,Um that one thing that Natsuki said...,"['um', 'one', 'thing', 'natsuki', 'said', '...']",7,0.0,0.0,0.8571428571428571,1
script-ch1.rpy,Yuri,About...you know...,"['...', 'know', '...']",3,0.0,0.0,1.0,0
script-ch1.rpy,Yuri,I would never do anything...so shameful...,"['would', 'never', 'anything', '...', 'shameful', '...']",7,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,So...,['...'],1,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,--!,"['--', '!']",0,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,U-Um!,"['u-um', '!']",2,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,Well never mind that...,"['well', 'never', 'mind', '...']",4,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,I-Im going to go make some tea...,"['i-im', 'going', 'go', 'make', 'tea', '...']",8,0.0,0.0,0.8571428571428571,1
script-ch1.rpy,Yuri,Y-Yeah.,['y-yeah'],2,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,I-I agree...,"['i-i', 'agree', '...']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Its unfair for others to interject their own feelings into our conflict.,"['unfair', 'others', 'interject', 'feelings', 'conflict']",12,0.04999999999999999,1.0,1.0,1
script-ch1.rpy,Yuri,She would never...!,"['would', 'never', '...', '!']",3,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Its your immaturity thats made her upset in the first place!,"['immaturity', 'thats', 'made', 'upset', 'first', 'place', '!']",11,0.3125,0.3333333333333333,1.0,1
script-ch1.rpy,Yuri,Well...,"['well', '...']",1,0.0,0.0,1.0,3
script-ch1.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch1.rpy,Yuri,Ill...make some tea...,"['ill', '...', 'make', 'tea', '...']",4,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Ahaha.,['ahaha'],1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,A-Ah!,"['a-ah', '!']",2,0.0,0.0,1.0,2
script-ch2.rpy,Yuri,I wasnt listening or anything--!,"['wasnt', 'listening', 'anything', '--', '!']",5,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,It was just...something in my book...,"['...', 'something', 'book', '...']",7,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Thats--!,"['thats', '--', '!']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Dont get me involved like that Sayori...,"['dont', 'get', 'involved', 'like', 'sayori', '...']",7,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Besides...,"['besides', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,You should only buy what you can responsibly afford...,"['buy', 'responsibly', 'afford', '...']",9,0.1,0.775,0.8888888888888888,0
script-ch2.rpy,Yuri,And frankly after pulling a mischievous little stunt like that your suffering is fair enough retribution.,"['frankly', 'pulling', 'mischievous', 'little', 'stunt', 'like', 'suffering', 'fair', 'enough', 'retribution']",16,0.1708333333333333,0.6333333333333333,1.0,1
script-ch2.rpy,Yuri,Ah--!,"['ah', '--', '!']",1,0.0,0.0,1.0,2
script-ch2.rpy,Yuri,Did I just...,['...'],3,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I-I didnt mean that!!,"['i-i', 'didnt', 'mean', '!', '!']",5,-0.48828125,0.6875,1.0,1
script-ch2.rpy,Yuri,I got too absorbed into my book...,"['got', 'absorbed', 'book', '...']",7,0.3,0.9,1.0,1
script-ch2.rpy,Yuri,Uu...,"['uu', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Thats...,"['thats', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Theres no way you could think that...,"['theres', 'way', 'could', 'think', '...']",7,0.0,0.0,1.0,0
script-ch2.rpy,Yuri,Retribution...,"['retribution', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Still coming from you Sayori...,"['still', 'coming', 'sayori', '...']",5,0.0,0.0,1.0,0
script-ch2.rpy,Yuri,I guess theres a little devil inside all of us isnt there?,"['guess', 'theres', 'little', 'devil', 'inside', 'us', 'isnt', '?']",12,-0.1875,0.5,1.0,1
script-ch2.rpy,Yuri,Actually that one almost worked...,"['actually', 'one', 'almost', 'worked', '...']",5,0.0,0.1,1.0,1
script-ch2.rpy,Yuri,Good question...,"['good', 'question', '...']",2,0.7,0.6000000000000001,1.0,1
script-ch2.rpy,Yuri,Have any of you heard anything about her being late today?,"['heard', 'anything', 'late', 'today', '?']",11,-0.3,0.6,1.0,0
script-ch2.rpy,Yuri,Hm...,"['hm', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Thats a bit unusual.,"['thats', 'bit', 'unusual']",4,0.2,1.0,1.0,1
script-ch2.rpy,Yuri,Ahaha. I wouldnt be surprised.,"['ahaha', 'wouldnt', 'surprised']",5,0.1,0.9,1.0,1
script-ch2.rpy,Yuri,Shes probably more desirable than all of us combined.,"['shes', 'probably', 'desirable', 'us', 'combined']",9,0.5,0.5,1.0,1
script-ch2.rpy,Yuri,Piano...?,"['piano', '...', '?']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I wasnt aware you played music as well Monika.,"['wasnt', 'aware', 'played', 'music', 'well', 'monika']",9,0.25,0.25,1.0,0
script-ch2.rpy,Yuri,Thats a concern of mine as well.,"['thats', 'concern', 'mine', 'well']",7,0.0,0.0,1.0,3
script-ch2.rpy,Yuri,I dont really do well with last-minute preparations...,"['dont', 'really', 'well', 'last-minute', 'preparations', '...']",9,0.2,0.2,1.0,1
script-ch2.rpy,Yuri,P...,"['p', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Um Monika...,"['um', 'monika', '...']",2,0.0,0.0,1.0,3
script-ch2.rpy,Yuri,I...I agree with Natsuki!,"['...', 'agree', 'natsuki', '!']",5,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I could never...in my life...do something like that...,"['could', 'never', '...', 'life', '...', 'something', 'like', '...']",10,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,Sigh...,"['sigh', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I-I guess I dont really have a choice...,"['i-i', 'guess', 'dont', 'really', 'choice', '...']",9,0.2,0.2,1.0,1
script-ch2.rpy,Yuri,This club is seriously going to be the death of me...,"['club', 'seriously', 'going', 'death', '...']",11,-0.3333333333333333,0.6666666666666666,0.9090909090909091,1
script-ch2.rpy,Yuri,Monika...!,"['monika', '...', '!']",1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,This is too sudden...!,"['sudden', '...', '!']",4,0.0,0.5,1.0,1
script-ch2.rpy,Yuri,Oh no...,"['oh', '...']",2,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I...Ill go next!!,"['...', 'ill', 'go', 'next', '!', '!']",4,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,This poem is called--!,"['poem', 'called', '--', '!']",4,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,It...Its called...iAfterimage of a Crimson Eye/i.,"['...', 'called', '...', 'iafterimage', 'crimson', 'eye/i']",9,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I...,['...'],1,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch2.rpy,Yuri,I can do this... I can do this...,"['...', '...']",8,0.0,0.0,0.5,1
script-ch2.rpy,Yuri,It must be a little nice though...,"['must', 'little', 'nice', 'though', '...']",7,0.20625,0.75,1.0,1
script-ch20.rpy,Yuri,Eh?,"['eh', '?']",1,0.0,0.0,1.0,3
script-ch20.rpy,Yuri,A...a guest?,"['...', 'guest', '?']",3,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,Natsuki...,"['natsuki', '...']",1,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,I-Its nice to meet you...,"['i-its', 'nice', 'meet', '...']",6,0.6,1.0,1.0,0
script-ch20.rpy,Yuri,In that case I should at least make some tea right?,"['case', 'least', 'make', 'tea', 'right', '?']",11,-0.007142857142857145,0.46785714285714286,1.0,1
script-ch20.rpy,Yuri,Dont worry the teachers gave us permission.,"['dont', 'worry', 'teachers', 'gave', 'us', 'permission']",7,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,After all doesnt a hot cup of tea help you enjoy a good book?,"['doesnt', 'hot', 'cup', 'tea', 'help', 'enjoy', 'good', 'book', '?']",14,0.45,0.65,0.9285714285714286,0
script-ch20.rpy,Yuri,Eh?! T-Thats not...,"['eh', '?', '!', 't-thats', '...']",4,0.0,0.0,1.0,3
script-ch20.rpy,Yuri,I meant that you know...,"['meant', 'know', '...']",5,0.0,0.0,1.0,0
script-ch20.rpy,Yuri,Im glad...,"['im', 'glad', '...']",2,0.5,1.0,1.0,3
script-ch20.rpy,Yuri,So player what kinds of things do you like to read?,"['player', 'kinds', 'things', 'like', 'read', '?']",11,0.0,0.0,1.0,0
script-ch20.rpy,Yuri,N-Not much of a reader I guess...,"['n-not', 'much', 'reader', 'guess', '...']",8,0.2,0.2,1.0,1
script-ch20.rpy,Yuri,Well lets see...,"['well', 'lets', 'see', '...']",3,0.0,0.0,1.0,3
script-ch20.rpy,Yuri,My favorites are usually novels that build deep and complex fantasy worlds.,"['favorites', 'usually', 'novels', 'build', 'deep', 'complex', 'fantasy', 'worlds']",12,-0.18333333333333335,0.35000000000000003,1.0,1
script-ch20.rpy,Yuri,The level of creativity and craftsmanship behind them is amazing to me.,"['level', 'creativity', 'craftsmanship', 'behind', 'amazing']",12,0.10000000000000003,0.8,1.0,1
script-ch20.rpy,Yuri,And telling a good story in such a foreign world is equally impressive.,"['telling', 'good', 'story', 'foreign', 'world', 'equally', 'impressive']",13,0.39375,0.55625,0.9230769230769231,1
script-ch20.rpy,Yuri,But you know I like a lot of things.,"['know', 'like', 'lot', 'things']",9,0.0,0.0,1.0,0
script-ch20.rpy,Yuri,Stories with deep psychological elements usually immerse me as well.,"['stories', 'deep', 'psychological', 'elements', 'usually', 'immerse', 'well']",10,-0.08333333333333333,0.25,1.0,1
script-ch20.rpy,Yuri,Isnt it amazing how a writer can so deliberately take advantage of your own lack of imagination to completely throw you for a loop?,"['isnt', 'amazing', 'writer', 'deliberately', 'take', 'advantage', 'lack', 'imagination', 'completely', 'throw', 'loop', '?']",24,0.4333333333333334,0.7666666666666666,0.9166666666666666,0
script-ch20.rpy,Yuri,Anyway Ive been reading a lot of horror lately...,"['anyway', 'ive', 'reading', 'lot', 'horror', 'lately', '...']",9,-0.3,0.6,1.0,1
script-ch20.rpy,Yuri,Oh is that so?,"['oh', '?']",4,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,Really if a story makes me think or takes me to another world then I really cant put it down.,"['really', 'story', 'makes', 'think', 'takes', 'another', 'world', 'really', 'cant', 'put']",20,0.08148148148148147,0.22962962962962963,0.9,1
script-ch20.rpy,Yuri,Surreal horror is often very successful at changing the way you look at the world if only for a brief moment.,"['surreal', 'horror', 'often', 'successful', 'changing', 'way', 'look', 'world', 'brief', 'moment']",21,0.30625,0.8333333333333334,0.9047619047619048,1
script-ch20.rpy,Yuri,Oh? Whys that?,"['oh', '?', 'whys', '?']",3,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,I understand how Natsuki feels.,"['understand', 'natsuki', 'feels']",5,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,Sharing that level of writing takes more than just confidence.,"['sharing', 'level', 'writing', 'takes', 'confidence']",10,0.5,0.5,1.0,1
script-ch20.rpy,Yuri,The truest form of writing is writing to oneself.,"['truest', 'form', 'writing', 'writing', 'oneself']",9,0.0,0.0,0.8888888888888888,1
script-ch20.rpy,Yuri,You must be willing to open up to your readers exposing your vulnerabilities and showing even the deepest reaches of your heart.,"['must', 'willing', 'open', 'readers', 'exposing', 'vulnerabilities', 'showing', 'even', 'deepest', 'reaches', 'heart']",22,0.125,0.625,0.8636363636363636,0
script-ch20.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,...,['...'],0,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,Well...,"['well', '...']",1,0.0,0.0,1.0,3
script-ch20.rpy,Yuri,...I think youre right Monika.,"['...', 'think', 'youre', 'right', 'monika']",5,0.2857142857142857,0.5357142857142857,1.0,1
script-ch20.rpy,Yuri,We should probably start finding activities for all of us to participate in together.,"['probably', 'start', 'finding', 'activities', 'us', 'participate', 'together']",14,0.0,0.0,1.0,1
script-ch20.rpy,Yuri,I did decide to take on the responsibility of Vice President after all...,"['decide', 'take', 'responsibility', 'vice', 'president', '...']",13,0.0,0.0,1.0,1
