file,name,line,tokens,words_num,polarity,subjectivity,lex_div,Cluster
script-ch1.rpy,Natsuki,i(Whats with this language...?)/i,"['(', 'whats', 'language', '...', '?', ')', '/i']",6,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Oh its nothing.,"['oh', 'nothing']",3,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,I guess you could say its fancy.,"['guess', 'could', 'say', 'fancy']",7,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Cute?,"['cute', '?']",1,0.5,1.0,1.0,0
script-ch1.rpy,Natsuki,Did you completely miss the symbolism or something?,"['completely', 'miss', 'symbolism', 'something', '?']",8,0.1,0.4,1.0,2
script-ch1.rpy,Natsuki,Its clearly about the feeling of giving up.,"['clearly', 'feeling', 'giving']",8,0.10000000000000002,0.3833333333333333,1.0,0
script-ch1.rpy,Natsuki,How can that be cute?,"['cute', '?']",5,0.5,1.0,1.0,2
script-ch1.rpy,Natsuki,Eh?,"['eh', '?']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,You mean you have to try that hard to come up with something nice to say?,"['mean', 'try', 'hard', 'come', 'something', 'nice', 'say', '?']",16,-0.001388888888888921,0.7430555555555555,0.8125,2
script-ch1.rpy,Natsuki,Thanks but it really didnt come out nice at all!,"['thanks', 'really', 'didnt', 'come', 'nice', '!']",10,0.3833333333333333,0.4666666666666666,1.0,0
script-ch1.rpy,Natsuki,Hmph.,['hmph'],1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,If I was looking for suggestions I would have asked someone who actually liked it.,"['looking', 'suggestions', 'would', 'asked', 'someone', 'actually', 'liked']",15,0.6,0.8,0.9333333333333333,0
script-ch1.rpy,Natsuki,Which people idid/i by the way.,"['people', 'idid/i', 'way']",7,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Sayori liked it.,"['sayori', 'liked']",3,0.6,0.8,1.0,0
script-ch1.rpy,Natsuki,And player did too!,"['player', '!']",4,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,So based on that Ill gladly give you some suggestions of my own.,"['based', 'ill', 'gladly', 'give', 'suggestions']",13,0.19999999999999998,1.0,1.0,0
script-ch1.rpy,Natsuki,First of all--,"['first', '--']",3,0.25,0.3333333333333333,1.0,0
script-ch1.rpy,Natsuki,Nn...!,"['nn', '...', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Oh?,"['oh', '?']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,I didnt realize you were so invested in trying to impress our new member Yuri.,"['didnt', 'realize', 'invested', 'trying', 'impress', 'new', 'member', 'yuri']",15,0.13636363636363635,0.45454545454545453,1.0,2
script-ch1.rpy,Natsuki,Huh! And how do you know he didnt appreciate imy/i advice more?,"['huh', '!', 'know', 'didnt', 'appreciate', 'imy/i', 'advice', '?']",13,0.5,0.5,1.0,2
script-ch1.rpy,Natsuki,Are you that full of yourself?,"['full', '?']",6,0.35,0.55,1.0,2
script-ch1.rpy,Natsuki,Uuuuuu...!,"['uuuuuu', '...', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Well you know what?!,"['well', 'know', '?', '!']",4,0.0,0.0,1.0,1
script-ch1.rpy,Natsuki,I wasnt the one whose boobs magically grew a size bigger as soon as player started showing up!!,"['wasnt', 'one', 'whose', 'boobs', 'magically', 'grew', 'size', 'bigger', 'soon', 'player', 'started', 'showing', '!', '!']",18,0.25,0.75,0.9444444444444444,0
script-ch1.rpy,Natsuki,    ny This doesnt involve you!,"['ny', 'doesnt', 'involve', '!']",5,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Thats not true!,"['thats', 'true', '!']",3,-0.21875,0.65,1.0,0
script-ch1.rpy,Natsuki,She started it!,"['started', '!']",3,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,If she could get over herself and learn to appreciate that isimple/i writing is more effective...,"['could', 'get', 'learn', 'appreciate', 'isimple/i', 'writing', 'effective', '...']",17,0.55,0.65,1.0,2
script-ch1.rpy,Natsuki,Then this wouldnt have happened in the first place!,"['wouldnt', 'happened', 'first', 'place', '!']",9,0.3125,0.3333333333333333,1.0,0
script-ch1.rpy,Natsuki,Whats the point in making your poems all convoluted for no reason?,"['whats', 'point', 'making', 'poems', 'convoluted', 'reason', '?']",12,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,The meaning should jump out at the reader not force them to have to figure it out.,"['meaning', 'jump', 'reader', 'force', 'figure']",17,0.0,0.0,0.8235294117647058,2
script-ch1.rpy,Natsuki,Help me explain that to her player!,"['help', 'explain', 'player', '!']",7,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,    ny Well??,"['ny', 'well', '?', '?']",2,0.0,0.0,1.0,1
script-ch1.rpy,Natsuki,It was alright. Well mostly.,"['alright', 'well', 'mostly']",5,0.5,0.5,1.0,1
script-ch1.rpy,Natsuki,...Yeah!!,"['...', 'yeah', '!', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,It did didnt it?!,"['didnt', '?', '!']",4,0.0,0.0,0.75,2
script-ch1.rpy,Natsuki,Ahah!,"['ahah', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Shows how much iyou/i know!,"['shows', 'much', 'iyou/i', 'know', '!']",6,0.25,0.2,1.0,0
script-ch1.rpy,Natsuki,Huh?,"['huh', '?']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Me?,['?'],1,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,But she was so mean to me...!,"['mean', '...', '!']",7,-0.390625,0.6875,1.0,2
script-ch1.rpy,Natsuki,Ah--,"['ah', '--']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,...Thanks for noticing.,"['...', 'thanks', 'noticing']",3,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Hey...!,"['hey', '...', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Its not like you need to apologize ifor/i me player.,"['like', 'need', 'apologize', 'ifor/i', 'player']",11,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Sheesh.,['sheesh'],1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,I...,['...'],1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,The thing about...,"['thing', '...']",3,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Uu...,"['uu', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,iWould everyone stop staring at me??/i,"['iwould', 'everyone', 'stop', 'staring', '?', '?', '/i']",7,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Hmph.,['hmph'],1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Anyway...!,"['anyway', '...', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,The thing about your boobs. I didnt mean it okay?,"['thing', 'boobs', 'didnt', 'mean', 'okay', '?']",10,0.09375,0.59375,1.0,0
script-ch1.rpy,Natsuki,Thats all.,['thats'],2,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,See??,"['see', '?', '?']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Thats not what happened at all!,"['thats', 'happened', '!']",6,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Yuri wouldnt even take my poem seriously!,"['yuri', 'wouldnt', 'even', 'take', 'poem', 'seriously', '!']",7,-0.41666666666666663,0.6666666666666666,1.0,0
script-ch1.rpy,Natsuki,Are you kidding?,"['kidding', '?']",3,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Thats exactly what I did!,"['thats', 'exactly', '!']",5,0.3125,0.25,1.0,0
script-ch1.rpy,Natsuki,It was iher/i that--,"['iher/i', '--']",5,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Nnn...!,"['nnn', '...', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,You know what?,"['know', '?']",3,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Im going to do that.,"['im', 'going']",5,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,Itll spare me from having to look at all your faces right now.,"['itll', 'spare', 'look', 'faces', 'right']",13,0.2857142857142857,0.5357142857142857,1.0,0
script-ch1.rpy,Natsuki,Well... Thats her problem! This isnt about her.,"['well', '...', 'thats', 'problem', '!', 'isnt']",8,0.0,0.0,0.875,0
script-ch1.rpy,Natsuki,Yeah unless Sayori wants to tell Yuri what a stuck-up jerk shes being.,"['yeah', 'unless', 'sayori', 'wants', 'tell', 'yuri', 'stuck-up', 'jerk', 'shes']",14,0.2,0.1,1.0,0
script-ch1.rpy,Natsuki,iExcuse/i me?,"['iexcuse/i', '?']",3,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,Are you listening to yourself?,"['listening', '?']",5,0.0,0.0,1.0,2
script-ch1.rpy,Natsuki,This is exactly why...,"['exactly', '...']",4,0.25,0.25,1.0,0
script-ch1.rpy,Natsuki,Exactly why nobody likes--,"['exactly', 'nobody', 'likes', '--']",4,0.25,0.25,1.0,0
script-ch1.rpy,Natsuki,    ny --,"['ny', '--']",1,0.0,0.0,0.6666666666666666,0
script-ch1.rpy,Natsuki,Be-Because...,"['be-because', '...']",2,0.0,0.0,1.0,0
script-ch1.rpy,Natsuki,...,['...'],0,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Ahahaha!,"['ahahaha', '!']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,I iwas/i just gonna give it to you.,"['iwas/i', 'gon', 'na', 'give']",9,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,But then I heard you blab about the cupcakes.,"['heard', 'blab', 'cupcakes']",9,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,It was totally worth seeing your reaction though. Ahaha!,"['totally', 'worth', 'seeing', 'reaction', 'though', 'ahaha', '!']",9,0.375,0.1,1.0,0
script-ch2.rpy,Natsuki,Ehehe.,['ehehe'],1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Youre going through a lot over just one cookie.,"['youre', 'going', 'lot', 'one', 'cookie']",9,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Jeez...,"['jeez', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Beggars cant be choosers!,"['beggars', 'cant', 'choosers', '!']",4,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Yeah why do you think I gave you that one?,"['yeah', 'think', 'gave', 'one', '?']",10,0.0,0.0,0.9,2
script-ch2.rpy,Natsuki,12c Ah-- Jeez...,"['12c', 'ah', '--', 'jeez', '...']",3,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,I get it I get it.,"['get', 'get']",6,0.0,0.0,0.5,2
script-ch2.rpy,Natsuki,iH-Hey!!/i,"['ih-hey', '!', '!', '/i']",3,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Did you seriously just do that?!,"['seriously', '?', '!']",6,-0.41666666666666663,0.6666666666666666,0.8333333333333334,2
script-ch2.rpy,Natsuki,Jeez! Youre such a kid sometimes!,"['jeez', '!', 'youre', 'kid', 'sometimes', '!']",6,0.0,0.5,1.0,0
script-ch2.rpy,Natsuki,Monika! Can you tell Sayori--,"['monika', '!', 'tell', 'sayori', '--']",5,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,--Eh?,"['--', 'eh', '?']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Ugh...,"['ugh', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Wheres Monika anyway?,"['wheres', 'monika', 'anyway', '?']",3,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Of course shes okay.,"['course', 'shes', 'okay']",4,0.5,0.5,1.0,0
script-ch2.rpy,Natsuki,She probably just had something to do today.,"['probably', 'something', 'today']",8,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Shes pretty popular after all...,"['shes', 'pretty', 'popular', '...']",5,0.425,0.95,1.0,0
script-ch2.rpy,Natsuki,Excuse me?!,"['excuse', '?', '!']",2,-0.0625,0.05,1.0,0
script-ch2.rpy,Natsuki,That makes no sense though.,"['makes', 'sense', 'though']",5,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,You would have heard the bell ring at least.,"['would', 'heard', 'bell', 'ring', 'least']",9,-0.3,0.4,1.0,2
script-ch2.rpy,Natsuki,Is this about the festival?,"['festival', '?']",5,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Ugh. Do we really have to do something for the festival?,"['ugh', 'really', 'something', 'festival', '?']",11,0.2,0.2,0.9090909090909091,2
script-ch2.rpy,Natsuki,Its not like we can put together anything good in just a few days.,"['like', 'put', 'together', 'anything', 'good', 'days']",14,0.24999999999999997,0.35000000000000003,1.0,2
script-ch2.rpy,Natsuki,Well just end up embarrassing ourselves instead of getting any new members.,"['well', 'end', 'embarrassing', 'instead', 'getting', 'new', 'members']",12,0.13636363636363635,0.45454545454545453,1.0,0
script-ch2.rpy,Natsuki,Okay thats great and all...,"['okay', 'thats', 'great', '...']",5,0.65,0.625,1.0,0
script-ch2.rpy,Natsuki,But that doesnt tell us what were actually going to be doing for the event.,"['doesnt', 'tell', 'us', 'actually', 'going', 'event']",15,0.0,0.1,0.9333333333333333,2
script-ch2.rpy,Natsuki,Performing?,"['performing', '?']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Are you kidding me Monika?,"['kidding', 'monika', '?']",5,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,You didnt...you didnt already start putting those posters up did you?,"['didnt', '...', 'didnt', 'already', 'start', 'putting', 'posters', '?']",12,0.0,0.0,0.9090909090909091,2
script-ch2.rpy,Natsuki,Well no.,['well'],2,0.0,0.0,1.0,1
script-ch2.rpy,Natsuki,Its not a bad idea.,"['bad', 'idea']",5,0.3499999999999999,0.6666666666666666,1.0,0
script-ch2.rpy,Natsuki,But I didnt sign up for this you know!,"['didnt', 'sign', 'know', '!']",9,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,There is ino/i way Im going to be performing in front of a group of people like that!,"['ino/i', 'way', 'im', 'going', 'performing', 'front', 'group', 'people', 'like', '!']",19,0.0,0.0,0.8888888888888888,2
script-ch2.rpy,Natsuki,...,['...'],0,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,...,['...'],0,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Well...maybe but...,"['well', '...', 'maybe', '...']",3,0.0,0.0,1.0,1
script-ch2.rpy,Natsuki,...,['...'],0,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Uu...,"['uu', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,...Okay fine!,"['...', 'okay', 'fine', '!']",2,0.5208333333333334,0.5,1.0,0
script-ch2.rpy,Natsuki,I guess Ill just have to get it over with.,"['guess', 'ill', 'get']",10,-0.5,1.0,1.0,2
script-ch2.rpy,Natsuki,N-N-No way!!,"['n-n-no', 'way', '!', '!']",4,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Hmph.,['hmph'],1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Dont make me go before player.,"['dont', 'make', 'go', 'player']",6,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Its not like I can compare to you guys anyway...,"['like', 'compare', 'guys', 'anyway', '...']",10,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Might as well let player lower everyones standards a little before I have to do it.,"['might', 'well', 'let', 'player', 'lower', 'everyones', 'standards', 'little']",16,-0.1875,0.5,1.0,2
script-ch2.rpy,Natsuki,Yeah yeah.,"['yeah', 'yeah']",2,0.0,0.0,0.5,0
script-ch2.rpy,Natsuki,Im going.,"['im', 'going']",2,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,The poem is called...,"['poem', 'called', '...']",4,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Its called...,"['called', '...']",2,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,W-Why are you all looking at me?!,"['w-why', 'looking', '?', '!']",8,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Hmph...,"['hmph', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Anyway...the poem is called iJump/i.,"['anyway', '...', 'poem', 'called', 'ijump/i']",7,0.0,0.0,1.0,0
script-ch2.rpy,Natsuki,Easy for you to say...,"['easy', 'say', '...']",5,0.43333333333333335,0.8333333333333334,1.0,2
script-ch2.rpy,Natsuki,Youd better not make me do that again.,"['youd', 'better', 'make']",8,0.5,0.5,1.0,2
script-ch2.rpy,Natsuki,I mean doing it in front of other people will be way easier!,"['mean', 'front', 'people', 'way', 'easier', '!']",13,-0.234375,0.53125,1.0,0
script-ch2.rpy,Natsuki,I can put on whatever face I want for other people.,"['put', 'whatever', 'face', 'want', 'people']",11,-0.125,0.375,0.9090909090909091,0
script-ch2.rpy,Natsuki,But when its just my friends...,"['friends', '...']",6,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Its just...embarrassing.,"['...', 'embarrassing']",3,0.0,0.0,1.0,2
script-ch2.rpy,Natsuki,Well thats just how it is so...,"['well', 'thats', '...']",7,0.0,0.0,1.0,1
script-ch2.rpy,Natsuki,Look at you two always going home together like that.,"['look', 'two', 'always', 'going', 'home', 'together', 'like']",10,0.0,0.0,1.0,2
script-ch20.rpy,Natsuki,Seriously? You brought a boy?,"['seriously', '?', 'brought', 'boy', '?']",5,-0.3333333333333333,0.6666666666666666,1.0,2
script-ch20.rpy,Natsuki,Way to kill the atmosphere.,"['way', 'kill', 'atmosphere']",5,0.0,0.0,1.0,2
script-ch20.rpy,Natsuki,So let me guess...,"['let', 'guess', '...']",4,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,Youre Monikas boyfriend right?,"['youre', 'monikas', 'boyfriend', 'right', '?']",4,0.2857142857142857,0.5357142857142857,1.0,0
script-ch20.rpy,Natsuki,Wait! Monika!,"['wait', '!', 'monika', '!']",2,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,Didnt I tell you to let me know in advance before you brought anyone new?,"['didnt', 'tell', 'let', 'know', 'advance', 'brought', 'anyone', 'new', '?']",15,0.13636363636363635,0.45454545454545453,0.9333333333333333,2
script-ch20.rpy,Natsuki,I was going to...well you know...,"['going', '...', 'well', 'know', '...']",7,0.0,0.0,1.0,1
script-ch20.rpy,Natsuki,Well...,"['well', '...']",1,0.0,0.0,1.0,1
script-ch20.rpy,Natsuki,...I guess.,"['...', 'guess']",2,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,Ugh I hate horror...,"['ugh', 'hate', 'horror', '...']",4,-0.8,0.9,1.0,0
script-ch20.rpy,Natsuki,Well I just...,"['well', '...']",3,0.0,0.0,1.0,1
script-ch20.rpy,Natsuki,Never mind.,"['never', 'mind']",2,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,W-What?,"['w-what', '?']",2,0.0,0.0,1.0,1
script-ch20.rpy,Natsuki,What gives you that idea?,"['gives', 'idea', '?']",5,0.0,0.0,1.0,2
script-ch20.rpy,Natsuki,Dont say it out loud!!,"['dont', 'say', 'loud', '!', '!']",5,0.15625,0.8,1.0,2
script-ch20.rpy,Natsuki,And give that back!,"['give', 'back', '!']",4,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,Eh? Well I guess sometimes.,"['eh', '?', 'well', 'guess', 'sometimes']",5,0.0,0.0,1.0,1
script-ch20.rpy,Natsuki,Why do you care?,"['care', '?']",4,0.0,0.0,1.0,2
script-ch20.rpy,Natsuki,N-No!,"['n-no', '!']",2,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,You wouldnt...like them...,"['wouldnt', '...', 'like', '...']",4,0.0,0.0,1.0,2
script-ch20.rpy,Natsuki,    ny ...?,"['ny', '...', '?']",1,0.0,0.0,0.6666666666666666,0
script-ch20.rpy,Natsuki,U-Um...,"['u-um', '...']",2,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,Hmph.,['hmph'],1,0.0,0.0,1.0,0
script-ch20.rpy,Natsuki,I mean if you really just left after all this I would be super pissed.,"['mean', 'really', 'left', 'would', 'super', 'pissed']",15,0.05520833333333333,0.3885416666666667,0.9333333333333333,2
script-ch21.rpy,Natsuki,Oh come on! Like he deserves any slack.,"['oh', 'come', '!', 'like', 'deserves', 'slack']",8,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,You already had to be dragged here by Monika.,"['already', 'dragged', 'monika']",9,0.0,0.0,1.0,2
script-ch21.rpy,Natsuki,I dont know if you plan to just come here and hang out or what...,"['dont', 'know', 'plan', 'come', 'hang', '...']",15,0.0,0.0,1.0,2
script-ch21.rpy,Natsuki,But if you dont take us seriously then you wont see the end of it.,"['dont', 'take', 'us', 'seriously', 'wont', 'see', 'end']",15,-0.3333333333333333,0.6666666666666666,0.9333333333333333,2
script-ch21.rpy,Natsuki,M-M-M...!!,"['m-m-m', '...', '!', '!']",3,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,Manga is literature!!,"['manga', 'literature', '!', '!']",3,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,i(Whats with this language...?)/i,"['(', 'whats', 'language', '...', '?', ')', '/i']",6,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,Oh its nothing.,"['oh', 'nothing']",3,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,I guess you could say its fancy.,"['guess', 'could', 'say', 'fancy']",7,0.0,0.0,1.0,2
script-ch21.rpy,Natsuki,Cute?,"['cute', '?']",1,0.5,1.0,1.0,0
script-ch21.rpy,Natsuki,Did you completely miss the symbolism or something?,"['completely', 'miss', 'symbolism', 'something', '?']",8,0.1,0.4,1.0,2
script-ch21.rpy,Natsuki,Its clearly about the feeling of giving up.,"['clearly', 'feeling', 'giving']",8,0.10000000000000002,0.3833333333333333,1.0,0
script-ch21.rpy,Natsuki,How can that be cute?,"['cute', '?']",5,0.5,1.0,1.0,2
script-ch21.rpy,Natsuki,Eh?,"['eh', '?']",1,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,You mean you have to try that hard to come up with something nice to say?,"['mean', 'try', 'hard', 'come', 'something', 'nice', 'say', '?']",16,-0.001388888888888921,0.7430555555555555,0.8125,2
script-ch21.rpy,Natsuki,Thanks but it really didnt come out nice at all!,"['thanks', 'really', 'didnt', 'come', 'nice', '!']",10,0.3833333333333333,0.4666666666666666,1.0,0
script-ch21.rpy,Natsuki,Hmph.,['hmph'],1,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,If I was looking for suggestions I would have asked someone who actually liked it.,"['looking', 'suggestions', 'would', 'asked', 'someone', 'actually', 'liked']",15,0.6,0.8,0.9333333333333333,0
script-ch21.rpy,Natsuki,Which people idid/i by the way.,"['people', 'idid/i', 'way']",7,0.0,0.0,1.0,0
script-ch21.rpy,Natsuki,Monika liked it.,"['monika', 'liked']",3,0.6,0.8,1.0,0
script-ch21.rpy,Natsuki,And player did too!,"['player', '!']",4,0.0,0.0,1.0,0
