file,name,line,tokens,words_num,polarity,subjectivity,lex_div,Cluster
script-ch0.rpy,MC,Fine... Ill stop by for a cupcake okay?,"['fine', '...', 'ill', 'stop', 'cupcake', 'okay', '?']",8,0.1388888888888889,0.6666666666666666,1.0,0
script-ch0.rpy,MC,I told you dont call me a new member--,"['told', 'dont', 'call', 'new', 'member', '--']",9,0.13636363636363635,0.45454545454545453,1.0,3
script-ch0.rpy,MC,...,['...'],0,0.0,0.0,1.0,0
script-ch0.rpy,MC,S-Sorry...,"['s-sorry', '...']",2,0.0,0.0,1.0,0
script-ch0.rpy,MC,Ah... Well its nice to meet both of you.,"['ah', '...', 'well', 'nice', 'meet']",9,0.6,1.0,1.0,3
script-ch0.rpy,MC,Y-You too Monika.,"['y-you', 'monika']",4,0.0,0.0,1.0,3
script-ch0.rpy,MC,This is really good.,"['really', 'good']",4,0.7,0.6000000000000001,1.0,0
script-ch0.rpy,MC,Thank you Natsuki.,"['thank', 'natsuki']",3,0.0,0.0,1.0,3
script-ch0.rpy,MC,Eh? I thought you technically did. Sayori said--,"['eh', '?', 'thought', 'technically', 'sayori', 'said', '--']",8,0.0,0.1,1.0,3
script-ch0.rpy,MC,Alright alright...,"['alright', 'alright', '...']",2,0.0,0.0,0.5,0
script-ch0.rpy,MC,You keep a whole tea set in this classroom?,"['keep', 'whole', 'tea', 'set', 'classroom', '?']",9,0.2,0.4,1.0,3
script-ch0.rpy,MC,Ah... I-I guess...,"['ah', '...', 'i-i', 'guess', '...']",4,0.0,0.0,1.0,1
script-ch0.rpy,MC,I believe you.,['believe'],3,0.0,0.0,1.0,3
script-ch0.rpy,MC,Well tea and reading might not be a pastime for me but I at least enjoy tea.,"['well', 'tea', 'reading', 'might', 'pastime', 'least', 'enjoy', 'tea']",17,0.05000000000000002,0.45,0.9411764705882353,0
script-ch0.rpy,MC,Um...,"['um', '...']",1,0.0,0.0,1.0,0
script-ch0.rpy,MC,Well I havent joined any clubs yet and Sayori seemed really happy here so...,"['well', 'havent', 'joined', 'clubs', 'yet', 'sayori', 'seemed', 'really', 'happy', '...']",14,0.8,1.0,1.0,0
script-ch0.rpy,MC,Monika Im surprised.,"['monika', 'im', 'surprised']",3,0.1,0.9,1.0,0
script-ch0.rpy,MC,How come you decided to start your own club?,"['come', 'decided', 'start', 'club', '?']",9,0.6,1.0,1.0,3
script-ch0.rpy,MC,You could probably be a board member for any of the major clubs.,"['could', 'probably', 'board', 'member', 'major', 'clubs']",13,0.0625,0.5,1.0,3
script-ch0.rpy,MC,Werent you a leader of the debate club last year?,"['werent', 'leader', 'debate', 'club', 'last', 'year', '?']",10,0.0,0.06666666666666667,1.0,0
script-ch0.rpy,MC,Then Im surprised there arent more people in the club yet.,"['im', 'surprised', 'arent', 'people', 'club', 'yet']",11,0.3,0.7,1.0,0
script-ch0.rpy,MC,It must be hard to start a new club.,"['must', 'hard', 'start', 'new', 'club']",9,-0.07765151515151517,0.49810606060606055,1.0,0
script-ch0.rpy,MC,Well... Ah...,"['well', '...', 'ah', '...']",2,0.0,0.0,1.0,1
script-ch0.rpy,MC,...Manga...,"['...', 'manga', '...']",1,0.0,0.0,1.0,0
script-ch0.rpy,MC,...Well that can change...,"['...', 'well', 'change', '...']",4,0.0,0.0,1.0,0
script-ch0.rpy,MC,Anyway what about you Yuri?,"['anyway', 'yuri', '?']",5,0.0,0.0,1.0,3
script-ch0.rpy,MC,Ah I read a horror book once...,"['ah', 'read', 'horror', 'book', '...']",7,0.0,0.0,1.0,0
script-ch0.rpy,MC,Natsuki you write your own poems?,"['natsuki', 'write', 'poems', '?']",6,0.6,1.0,1.0,3
script-ch0.rpy,MC,I think thats impressive.,"['think', 'thats', 'impressive']",4,1.0,1.0,1.0,0
script-ch0.rpy,MC,Why dont you share them sometime?,"['dont', 'share', 'sometime', '?']",6,0.0,0.0,1.0,3
script-ch0.rpy,MC,Ah...not a very confident writer yet?,"['ah', '...', 'confident', 'writer', 'yet', '?']",7,0.65,1.0,1.0,0
script-ch0.rpy,MC,I guess its the same for Yuri...,"['guess', 'yuri', '...']",7,0.0,0.125,1.0,0
script-ch0.rpy,MC,Hold on...theres still one problem.,"['hold', '...', 'theres', 'still', 'one', 'problem']",6,0.0,0.0,1.0,0
script-ch0.rpy,MC,I never said I would join this club!,"['never', 'said', 'would', 'join', 'club', '!']",8,0.0,0.0,0.875,0
script-ch0.rpy,MC,Sayori may have convinced me to stop by but I never made any decision.,"['sayori', 'may', 'convinced', 'stop', 'never', 'made', 'decision']",14,0.0,0.0,1.0,0
script-ch0.rpy,MC,I still have other clubs to look at and...um...,"['still', 'clubs', 'look', '...', 'um', '...']",10,-0.125,0.375,1.0,0
script-ch0.rpy,MC,Y-You all...,"['y-you', '...']",3,0.0,0.0,1.0,3
script-ch0.rpy,MC,...Right.,"['...', 'right']",1,0.0,0.0,1.0,0
script-ch0.rpy,MC,Okay Ive decided then.,"['okay', 'ive', 'decided']",4,0.5,0.5,1.0,0
script-ch0.rpy,MC,Ill join the Literature Club.,"['ill', 'join', 'literature', 'club']",5,-0.5,1.0,1.0,0
script-ch0.rpy,MC,H-Hey--,"['h-hey', '--']",2,0.0,0.0,1.0,0
script-ch0.rpy,MC,Ah...thanks I guess.,"['ah', '...', 'thanks', 'guess']",4,0.0,0.0,1.0,1
script-ch0.rpy,MC,Y-Yeah...,"['y-yeah', '...']",2,0.0,0.0,1.0,4
script-ch0.rpy,MC,Sure might as well.,"['sure', 'might', 'well']",4,0.5,0.8888888888888888,1.0,0
script-ch1.rpy,MC,Nah dont worry.,"['nah', 'dont', 'worry']",3,0.0,0.0,1.0,0
script-ch1.rpy,MC,This might be a little strange for me but I at least keep my word.,"['might', 'little', 'strange', 'least', 'keep', 'word']",15,-0.17916666666666667,0.35000000000000003,1.0,0
script-ch1.rpy,MC,Sayori thats because your room is so messy its distracting.,"['sayori', 'thats', 'room', 'messy', 'distracting']",10,-0.2,0.4,1.0,0
script-ch1.rpy,MC,And you almost set your house on fire once.,"['almost', 'set', 'house', 'fire']",9,0.0,0.0,1.0,3
script-ch1.rpy,MC,S-Sayori--,"['s-sayori', '--']",2,0.0,0.0,1.0,2
script-ch1.rpy,MC,...,['...'],0,0.0,0.0,1.0,0
script-ch1.rpy,MC,Eh? Me?,"['eh', '?', '?']",2,0.0,0.0,1.0,0
script-ch1.rpy,MC,What is it?,['?'],3,0.0,0.0,1.0,0
script-ch1.rpy,MC,Hey dont worry about it.,"['hey', 'dont', 'worry']",5,0.0,0.0,1.0,0
script-ch1.rpy,MC,First of all I wasnt expecting anything in the first place.,"['first', 'wasnt', 'expecting', 'anything', 'first', 'place']",11,0.25,0.3333333333333333,0.9090909090909091,0
script-ch1.rpy,MC,So any nice gesture from you is a pleasant surprise.,"['nice', 'gesture', 'pleasant', 'surprise']",10,0.6666666666666666,0.9833333333333334,1.0,3
script-ch1.rpy,MC,Itll make me happy no matter what.,"['itll', 'make', 'happy', 'matter']",7,0.8,1.0,1.0,0
script-ch1.rpy,MC,Yeah. I wont make it a big deal if you dont want it to be.,"['yeah', 'wont', 'make', 'big', 'deal', 'dont', 'want']",15,0.0,0.1,0.9333333333333333,3
script-ch1.rpy,MC,Yuri thank you! Ill definitely read this!,"['yuri', 'thank', '!', 'ill', 'definitely', 'read', '!']",7,-0.25,0.75,1.0,3
script-ch1.rpy,MC,Y-Yeah...,"['y-yeah', '...']",2,0.0,0.0,1.0,4
script-ch1.rpy,MC,Phew...,"['phew', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Um...!,"['um', '...', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,...,['...'],0,0.0,0.0,1.0,0
script-ch1.rpy,MC,...Yeah Id say the same.,"['...', 'yeah', 'id', 'say']",5,0.0,0.125,1.0,0
script-ch1.rpy,MC,It was a neat thing to talk about with everyone.,"['neat', 'thing', 'talk', 'everyone']",10,0.0,0.0,1.0,0
script-ch1.rpy,MC,...,['...'],0,0.0,0.0,1.0,0
script-ch1.rpy,MC,Sure lets go.,"['sure', 'lets', 'go']",3,0.5,0.8888888888888888,1.0,0
script-ch1.rpy,MC,Sayori...,"['sayori', '...']",1,0.0,0.0,1.0,2
script-ch1.rpy,MC,About what happened earlier...,"['happened', 'earlier', '...']",4,0.0,0.5,1.0,0
script-ch1.rpy,MC,You know between Yuri and Natsuki.,"['know', 'yuri', 'natsuki']",6,0.0,0.0,1.0,3
script-ch1.rpy,MC,Does that kind of thing happen often?,"['kind', 'thing', 'happen', 'often', '?']",7,0.6,0.9,1.0,0
script-ch1.rpy,MC,No I dont hate them!,"['dont', 'hate', '!']",5,-1.0,0.9,1.0,0
script-ch1.rpy,MC,I just wanted your opinion thats all.,"['wanted', 'opinion', 'thats']",7,0.0,0.0,1.0,0
script-ch1.rpy,MC,I can see why theyd make good friends with you.,"['see', 'theyd', 'make', 'good', 'friends']",10,0.7,0.6000000000000001,1.0,3
script-ch1.rpy,MC,Thats--!,"['thats', '--', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Sigh...,"['sigh', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Well just have to see what the future holds Sayori.,"['well', 'see', 'future', 'holds', 'sayori']",10,0.0,0.125,1.0,0
script-ch1.rpy,MC,Um...,"['um', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Yuri!,"['yuri', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Youre really talented.,"['youre', 'really', 'talented']",3,0.7,0.9,1.0,0
script-ch1.rpy,MC,But Natsuki has a point!,"['natsuki', 'point', '!']",5,0.0,0.0,1.0,0
script-ch1.rpy,MC,I think that...,"['think', '...']",3,0.0,0.0,1.0,0
script-ch1.rpy,MC,I think that conveying feelings with few words...,"['think', 'conveying', 'feelings', 'words', '...']",8,-0.2,0.1,1.0,0
script-ch1.rpy,MC,Can be just as impressive as well!,"['impressive', 'well', '!']",7,1.0,1.0,0.8571428571428571,0
script-ch1.rpy,MC,It lets the readers imagination take over.,"['lets', 'readers', 'imagination', 'take']",7,0.0,0.0,1.0,0
script-ch1.rpy,MC,And Natsukis poem did a really good job at that!,"['natsukis', 'poem', 'really', 'good', 'job', '!']",10,0.875,0.6000000000000001,1.0,0
script-ch1.rpy,MC,Natsuki...,"['natsuki', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,I think thats enough.,"['think', 'thats', 'enough']",4,0.0,0.5,1.0,0
script-ch1.rpy,MC,Look...,"['look', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,What we talked about yesterday was right.,"['talked', 'yesterday', 'right']",7,0.2857142857142857,0.5357142857142857,1.0,0
script-ch1.rpy,MC,Writing is a really personal thing.,"['writing', 'really', 'personal', 'thing']",6,0.0,0.3,1.0,0
script-ch1.rpy,MC,And sharing it can definitely be hard.,"['sharing', 'definitely', 'hard']",7,-0.2916666666666667,0.5416666666666666,1.0,0
script-ch1.rpy,MC,It looks like we learned that today.,"['looks', 'like', 'learned', 'today']",7,0.0,0.0,1.0,0
script-ch1.rpy,MC,Even small criticism can lead to something pretty heated.,"['even', 'small', 'criticism', 'lead', 'something', 'pretty', 'heated']",9,0.0,0.7,1.0,0
script-ch1.rpy,MC,Yeah so...,"['yeah', '...']",2,0.0,0.0,1.0,4
script-ch1.rpy,MC,You dont need to feel threatened.,"['dont', 'need', 'feel', 'threatened']",6,0.0,0.0,1.0,3
script-ch1.rpy,MC,Youre a great writer Natsuki.,"['youre', 'great', 'writer', 'natsuki']",5,0.8,0.75,1.0,0
script-ch1.rpy,MC,Yuri...,"['yuri', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Im sure that Natsuki didnt mean everything she said.,"['im', 'sure', 'natsuki', 'didnt', 'mean', 'everything', 'said']",9,0.09375,0.7881944444444444,1.0,0
script-ch1.rpy,MC,So you dont need to feel threatened either.,"['dont', 'need', 'feel', 'threatened', 'either']",8,0.0,0.0,1.0,3
script-ch1.rpy,MC,Sayori?!,"['sayori', '?', '!']",1,0.0,0.0,1.0,2
script-ch1.rpy,MC,Im sure she appreciated it Sayori.,"['im', 'sure', 'appreciated', 'sayori']",6,0.35,0.4944444444444444,1.0,0
script-ch1.rpy,MC,Ah so my joining the club was responsible for ruining the atmosphere...,"['ah', 'joining', 'club', 'responsible', 'ruining', 'atmosphere', '...']",12,0.2,0.55,0.9166666666666666,0
script-ch1.rpy,MC,Natsuki.,['natsuki'],1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Youre right that I liked your poem.,"['youre', 'right', 'liked', 'poem']",7,0.44285714285714284,0.6678571428571429,1.0,0
script-ch1.rpy,MC,Wait!,"['wait', '!']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Thats not an excuse for you to be so mean!,"['thats', 'excuse', 'mean', '!']",10,-0.2203125,0.36875,1.0,3
script-ch1.rpy,MC,You shouldnt pick a fight just because someones opinion is different.,"['shouldnt', 'pick', 'fight', 'someones', 'opinion', 'different']",11,0.0,0.6,1.0,0
script-ch1.rpy,MC,Mm...,"['mm', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,I understand.,['understand'],2,0.0,0.0,1.0,0
script-ch1.rpy,MC,Yuri.,['yuri'],1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Youre a seriously talented writer.,"['youre', 'seriously', 'talented', 'writer']",5,0.7,0.9,1.0,0
script-ch1.rpy,MC,Its no secret that I was impressed.,"['secret', 'impressed']",7,0.6,0.85,1.0,0
script-ch1.rpy,MC,But heres the thing.,"['heres', 'thing']",4,0.0,0.0,1.0,0
script-ch1.rpy,MC,No matter how simple or refined someones writing style is...,"['matter', 'simple', 'refined', 'someones', 'writing', 'style', '...']",10,0.0,0.35714285714285715,1.0,0
script-ch1.rpy,MC,Theyre still putting feelings into it and it becomes something really personal.,"['theyre', 'still', 'putting', 'feelings', 'becomes', 'something', 'really', 'personal']",12,0.0,0.3,0.9166666666666666,0
script-ch1.rpy,MC,Thats why Natsuki felt threatened when you said her poem was cute.,"['thats', 'natsuki', 'felt', 'threatened', 'said', 'poem', 'cute']",12,0.5,1.0,1.0,0
script-ch1.rpy,MC,But Natsuki you took it way too far!,"['natsuki', 'took', 'way', 'far', '!']",8,0.125,1.0,1.0,3
script-ch1.rpy,MC,Yuri means well and if you just told her how you felt...,"['yuri', 'means', 'well', 'told', 'felt', '...']",12,0.0,0.0,0.9166666666666666,3
script-ch1.rpy,MC,Then this wouldnt have happened in the first place.,"['wouldnt', 'happened', 'first', 'place']",9,0.25,0.3333333333333333,1.0,0
script-ch1.rpy,MC,Sayori she doesnt need to--,"['sayori', 'doesnt', 'need', '--']",5,0.0,0.0,1.0,0
script-ch1.rpy,MC,Everything alright?,"['everything', 'alright', '?']",2,0.0,0.0,1.0,0
script-ch1.rpy,MC,No--Yuri!,"['--', 'yuri', '!']",2,0.0,0.0,1.0,0
script-ch1.rpy,MC,How could anyone not have gotten frustrated after being treated like that?,"['could', 'anyone', 'gotten', 'frustrated', 'treated', 'like', '?']",12,-0.7,0.2,1.0,0
script-ch1.rpy,MC,You handled it as well as anyone could.,"['handled', 'well', 'anyone', 'could']",8,0.0,0.0,0.875,3
script-ch1.rpy,MC,I dont think any less of you.,"['dont', 'think', 'less']",7,-0.16666666666666666,0.06666666666666667,1.0,3
script-ch1.rpy,MC,Er-- Its nothing.,"['er', '--', 'nothing']",3,0.0,0.0,1.0,0
script-ch1.rpy,MC,...Eh?,"['...', 'eh', '?']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,What thing did Natsuki say?,"['thing', 'natsuki', 'say', '?']",5,0.0,0.0,1.0,0
script-ch1.rpy,MC,Ah good idea.,"['ah', 'good', 'idea']",3,0.7,0.6000000000000001,1.0,1
script-ch1.rpy,MC,Make enough for more than one person okay?,"['make', 'enough', 'one', 'person', 'okay', '?']",8,0.3333333333333333,0.5,1.0,0
script-ch1.rpy,MC,N-Natsuki...,"['n-natsuki', '...']",2,0.0,0.0,1.0,0
script-ch1.rpy,MC,Yuri...,"['yuri', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,...,['...'],0,0.0,0.0,1.0,0
script-ch1.rpy,MC,...Sayori!,"['...', 'sayori', '!']",1,0.0,0.0,1.0,2
script-ch1.rpy,MC,...Yeah!,"['...', 'yeah', '!']",1,0.0,0.0,1.0,4
script-ch1.rpy,MC,Everyones fighting is making Sayori uncomfortable.,"['everyones', 'fighting', 'making', 'sayori', 'uncomfortable']",6,-0.5,1.0,1.0,0
script-ch1.rpy,MC,How can the two of you keep fighting when you know youre making your friend feel like this?,"['two', 'keep', 'fighting', 'know', 'youre', 'making', 'friend', 'feel', 'like', '?']",18,0.0,0.0,0.9444444444444444,3
script-ch1.rpy,MC,Sayori...,"['sayori', '...']",1,0.0,0.0,1.0,2
script-ch1.rpy,MC,So this is why Sayori is Vice President...,"['sayori', 'vice', 'president', '...']",8,0.0,0.0,0.875,0
script-ch1.rpy,MC,Nah...,"['nah', '...']",1,0.0,0.0,1.0,0
script-ch1.rpy,MC,Its not like I can blame you.,"['like', 'blame']",7,0.0,0.0,1.0,3
script-ch1.rpy,MC,I wasnt able to say anything either.,"['wasnt', 'able', 'say', 'anything', 'either']",7,0.5,0.625,1.0,0
script-ch1.rpy,MC,You could say that.,"['could', 'say']",4,0.0,0.0,1.0,3
script-ch1.rpy,MC,She might be an airhead but sometimes its weirdly suspicious that she knows exactly what shes doing.,"['might', 'airhead', 'sometimes', 'weirdly', 'suspicious', 'knows', 'exactly', 'shes']",17,-0.125,0.625,0.9411764705882353,0
script-ch1.rpy,MC,That makes two of us...,"['makes', 'two', 'us', '...']",5,0.0,0.0,1.0,0
script-ch1.rpy,MC,You can count on me.,['count'],5,0.0,0.0,1.0,3
script-ch2.rpy,MC,Yo Sayori.,"['yo', 'sayori']",2,0.0,0.0,1.0,2
script-ch2.rpy,MC,Looks like youre in a good mood today.,"['looks', 'like', 'youre', 'good', 'mood', 'today']",8,0.7,0.6000000000000001,1.0,0
script-ch2.rpy,MC,I see...,"['see', '...']",2,0.0,0.0,1.0,0
script-ch2.rpy,MC,...Thats a pretty simple thing to get you in a good mood.,"['...', 'thats', 'pretty', 'simple', 'thing', 'get', 'good', 'mood']",12,0.31666666666666665,0.6523809523809524,0.9166666666666666,3
script-ch2.rpy,MC,But I guess its always the simple things with you anyway.,"['guess', 'always', 'simple', 'things', 'anyway']",11,0.0,0.35714285714285715,1.0,3
script-ch2.rpy,MC,No thanks.,['thanks'],2,-0.1,0.2,1.0,0
script-ch2.rpy,MC,I have my reasons.,['reasons'],4,0.0,0.0,1.0,0
script-ch2.rpy,MC,Why dont we take a look at your purse Sayori?,"['dont', 'take', 'look', 'purse', 'sayori', '?']",10,0.0,0.0,1.0,0
script-ch2.rpy,MC,No reason really.,"['reason', 'really']",3,0.2,0.2,1.0,0
script-ch2.rpy,MC,I just wanted to look at it.,"['wanted', 'look']",7,0.0,0.0,1.0,0
script-ch2.rpy,MC,I knew it...,"['knew', '...']",3,0.0,0.0,1.0,0
script-ch2.rpy,MC,I can see right through you Sayori.,"['see', 'right', 'sayori']",7,0.2857142857142857,0.5357142857142857,1.0,3
script-ch2.rpy,MC,Its simple.,['simple'],2,0.0,0.35714285714285715,1.0,0
script-ch2.rpy,MC,If you had enough money in the first place you would have bought a snack before coming to the clubroom.,"['enough', 'money', 'first', 'place', 'would', 'bought', 'snack', 'coming', 'clubroom']",20,0.125,0.41666666666666663,0.85,3
script-ch2.rpy,MC,So either youre not hungry and wanted an excuse to take a walk...,"['either', 'youre', 'hungry', 'wanted', 'excuse', 'take', 'walk', '...']",13,-0.05,0.05,0.9230769230769231,0
script-ch2.rpy,MC,Or you planned to conveniently forget that you spent all your money so that I would lend you some!,"['planned', 'conveniently', 'forget', 'spent', 'money', 'would', 'lend', '!']",19,-0.125,0.1,0.8421052631578947,3
script-ch2.rpy,MC,But theres one more thing...,"['theres', 'one', 'thing', '...']",5,0.5,0.5,1.0,0
script-ch2.rpy,MC,...Youre always hungry!,"['...', 'youre', 'always', 'hungry', '!']",3,0.0,0.0,1.0,0
script-ch2.rpy,MC,And so that only leaves the one option!,"['leaves', 'one', 'option', '!']",8,0.0,1.0,1.0,0
script-ch2.rpy,MC,If you feel guilty that means you deserve to feel guilty...,"['feel', 'guilty', 'means', 'deserve', 'feel', 'guilty', '...']",11,-0.5,1.0,0.7272727272727273,3
script-ch2.rpy,MC,Eh?,"['eh', '?']",1,0.0,0.0,1.0,0
script-ch2.rpy,MC,...,['...'],0,0.0,0.0,1.0,0
script-ch2.rpy,MC,Dont let her fool you.,"['dont', 'let', 'fool']",5,0.0,0.0,1.0,3
script-ch2.rpy,MC,Sayori knows exactly what shes doing.,"['sayori', 'knows', 'exactly', 'shes']",6,0.25,0.25,1.0,0
script-ch2.rpy,MC,After all she told you guys she was bringing me to the club before she even told me...,"['told', 'guys', 'bringing', 'club', 'even', 'told', '...']",18,0.0,0.0,0.7777777777777778,0
script-ch2.rpy,MC,Come on give me more credit than that Sayori.,"['come', 'give', 'credit', 'sayori']",9,0.5,0.5,1.0,0
script-ch2.rpy,MC,Retribution...,"['retribution', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,MC,Jeez just eat it...,"['jeez', 'eat', '...']",4,0.0,0.0,1.0,0
script-ch2.rpy,MC,Yeah I havent either.,"['yeah', 'havent', 'either']",4,0.0,0.0,1.0,4
script-ch2.rpy,MC,Ah there you are...,"['ah', '...']",4,0.0,0.0,1.0,1
script-ch2.rpy,MC,Ah never mind that...,"['ah', 'never', 'mind', '...']",4,0.0,0.0,1.0,1
script-ch2.rpy,MC,What held you up anyway?,"['held', 'anyway', '?']",5,0.0,0.0,1.0,3
script-ch2.rpy,MC,That sounds cool.,"['sounds', 'cool']",3,0.35,0.65,1.0,0
script-ch2.rpy,MC,Id also look forward to it.,"['id', 'also', 'look', 'forward']",6,0.0,0.0,1.0,0
script-ch2.rpy,MC,Ah...,"['ah', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,MC,I didnt mean any pressure or anything like that!,"['didnt', 'mean', 'pressure', 'anything', 'like', '!']",9,-0.390625,0.6875,1.0,0
script-ch2.rpy,MC,I see...,"['see', '...']",2,0.0,0.0,1.0,0
script-ch2.rpy,MC,In that case best of luck.,"['case', 'best', 'luck']",6,1.0,0.3,1.0,0
script-ch2.rpy,MC,Not...not really.,"['...', 'really']",3,0.2,0.2,1.0,0
script-ch2.rpy,MC,I agree...,"['agree', '...']",2,0.0,0.0,1.0,0
script-ch2.rpy,MC,I dont think its too much to ask.,"['dont', 'think', 'much', 'ask']",8,0.2,0.2,1.0,0
script-ch2.rpy,MC,I think that Sayori and Monika have been trying really hard to get new members.,"['think', 'sayori', 'monika', 'trying', 'really', 'hard', 'get', 'new', 'members']",15,-0.07765151515151517,0.49810606060606055,1.0,0
script-ch2.rpy,MC,The least we can do is help them out a little bit.,"['least', 'help', 'little', 'bit']",12,-0.24375,0.45,1.0,0
script-ch2.rpy,MC,Sayori...,"['sayori', '...']",1,0.0,0.0,1.0,2
script-ch2.rpy,MC,Good job Sayori.,"['good', 'job', 'sayori']",3,0.7,0.6000000000000001,1.0,2
script-ch2.rpy,MC,What does that even mean...?,"['even', 'mean', '...', '?']",5,-0.3125,0.6875,1.0,0
script-ch2.rpy,MC,Its fine its fine.,"['fine', 'fine']",4,0.4166666666666667,0.5,0.5,0
script-ch2.rpy,MC,I might as well get it over with.,"['might', 'well', 'get']",8,0.0,0.0,1.0,0
script-ch2.rpy,MC,But its not like I have much of a selection of what to read...,"['like', 'much', 'selection', 'read', '...']",14,0.2,0.2,0.9285714285714286,0
script-ch2.rpy,MC,Ill just have to go with what I wrote for today.,"['ill', 'go', 'wrote', 'today']",11,-0.5,1.0,1.0,0
script-ch2.rpy,MC,Sorry Im not really as good as everyone else...,"['sorry', 'im', 'really', 'good', 'everyone', 'else', '...']",9,-0.425,0.8,0.8888888888888888,0
script-ch2.rpy,MC,Yeah... Maybe.,"['yeah', '...', 'maybe']",2,0.0,0.0,1.0,4
script-ch2.rpy,MC,Jeez...,"['jeez', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,MC,I should probably find some other poem to recite instead.,"['probably', 'find', 'poem', 'recite', 'instead']",10,-0.125,0.375,1.0,0
script-ch2.rpy,MC,Ah... Yeah no problem...,"['ah', '...', 'yeah', 'problem', '...']",4,0.0,0.0,1.0,4
script-ch2.rpy,MC,Alright--,"['alright', '--']",1,0.0,0.0,1.0,0
script-ch2.rpy,MC,Ready to go Sayori?,"['ready', 'go', 'sayori', '?']",4,0.2,0.5,1.0,0
script-ch2.rpy,MC,Jeez guys...,"['jeez', 'guys', '...']",2,0.0,0.0,1.0,0
script-ch2.rpy,MC,Dont make such a big deal out of it.,"['dont', 'make', 'big', 'deal']",9,0.0,0.3,1.0,0
script-ch2.rpy,MC,Well...,"['well', '...']",1,0.0,0.0,1.0,0
script-ch2.rpy,MC,Ah...,"['ah', '...']",1,0.0,0.0,1.0,1
script-ch2.rpy,MC,...Whatever. Lets go already.,"['...', 'whatever', 'lets', 'go', 'already']",4,0.0,0.0,1.0,0
